"Jahr";"Kanton";"Staatsangehörigkeit (Kategorie)";"Geschlecht";"Alter";"Bestand am 31. Dezember"
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"41 Jahre";61344
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"42 Jahre";59761
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"43 Jahre";58579
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"44 Jahre";57214
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"45 Jahre";55205
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"46 Jahre";54553
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"47 Jahre";52999
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"48 Jahre";51519
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"49 Jahre";50715
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"50 Jahre";49494
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"51 Jahre";49528
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"52 Jahre";47533
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"53 Jahre";48814
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"54 Jahre";48538
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"55 Jahre";49326
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"56 Jahre";48325
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"57 Jahre";48077
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"58 Jahre";45817
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"59 Jahre";45493
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"60 Jahre";44151
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"61 Jahre";42132
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"62 Jahre";39781
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"63 Jahre";37167
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"64 Jahre";36165
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"65 Jahre";35158
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"66 Jahre";33733
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"67 Jahre";34260
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"68 Jahre";33793
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"69 Jahre";33203
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"70 Jahre";32534
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"71 Jahre";32076
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"72 Jahre";31329
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"73 Jahre";31405
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"74 Jahre";30498
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"75 Jahre";29559
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"76 Jahre";28251
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"77 Jahre";28159
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"78 Jahre";27317
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"79 Jahre";26393
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"80 Jahre";25052
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"81 Jahre";23440
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"82 Jahre";23202
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"83 Jahre";20925
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"84 Jahre";16848
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"85 Jahre";14945
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"86 Jahre";13591
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"87 Jahre";12347
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"88 Jahre";11122
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"89 Jahre";10863
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"90 Jahre";9188
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"91 Jahre";7821
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"92 Jahre";6201
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"93 Jahre";4941
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"94 Jahre";3643
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"95 Jahre";2847
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"96 Jahre";1974
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"97 Jahre";1326
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"98 Jahre";927
"2003";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"99 Jahre und mehr";1604
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"Alter - Total";3628696
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"0 Jahre";37277
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"1 Jahr";36832
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"2 Jahre";37697
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"3 Jahre";37867
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"4 Jahre";38250
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"5 Jahre";39929
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"6 Jahre";40542
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"7 Jahre";41377
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"8 Jahre";42661
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"9 Jahre";42366
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"10 Jahre";43263
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"11 Jahre";43727
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"12 Jahre";45509
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"13 Jahre";46144
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"14 Jahre";46003
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"15 Jahre";45250
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"16 Jahre";45444
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"17 Jahre";43860
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"18 Jahre";43899
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"19 Jahre";43505
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"20 Jahre";44418
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"21 Jahre";43783
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"22 Jahre";44357
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"23 Jahre";44705
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"24 Jahre";44997
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"25 Jahre";44813
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"26 Jahre";45157
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"27 Jahre";46155
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"28 Jahre";46456
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"29 Jahre";47466
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"30 Jahre";49582
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"31 Jahre";50668
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"32 Jahre";52967
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"33 Jahre";55233
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"34 Jahre";56529
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"35 Jahre";58447
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"36 Jahre";60516
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"37 Jahre";61529
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"38 Jahre";63729
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"39 Jahre";64854
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"40 Jahre";66051
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"41 Jahre";64487
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"42 Jahre";62533
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"43 Jahre";60539
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"44 Jahre";59441
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"45 Jahre";58058
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"46 Jahre";56683
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"47 Jahre";55636
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"48 Jahre";54828
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"49 Jahre";52569
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"50 Jahre";50932
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"51 Jahre";49243
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"52 Jahre";49280
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"53 Jahre";47544
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"54 Jahre";49189
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"55 Jahre";48327
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"56 Jahre";48653
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"57 Jahre";47868
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"58 Jahre";47628
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"59 Jahre";45948
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"60 Jahre";44693
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"61 Jahre";42767
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"62 Jahre";40698
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"63 Jahre";37278
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"64 Jahre";33980
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"65 Jahre";32706
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"66 Jahre";31397
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"67 Jahre";29731
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"68 Jahre";29451
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"69 Jahre";28901
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"70 Jahre";27882
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"71 Jahre";26123
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"72 Jahre";25574
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"73 Jahre";24313
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"74 Jahre";23325
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"75 Jahre";21715
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"76 Jahre";20476
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"77 Jahre";19156
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"78 Jahre";18168
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"79 Jahre";17063
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"80 Jahre";15396
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"81 Jahre";14566
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"82 Jahre";12940
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"83 Jahre";12286
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"84 Jahre";10780
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"85 Jahre";8099
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"86 Jahre";6919
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"87 Jahre";5793
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"88 Jahre";5021
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"89 Jahre";4168
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"90 Jahre";3735
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"91 Jahre";2928
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"92 Jahre";2302
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"93 Jahre";1611
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"94 Jahre";1190
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"95 Jahre";846
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"96 Jahre";585
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"97 Jahre";359
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"98 Jahre";235
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"99 Jahre und mehr";340
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"Alter - Total";3786406
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"0 Jahre";35586
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"1 Jahr";34908
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"2 Jahre";35387
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"3 Jahre";35606
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"4 Jahre";35953
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"5 Jahre";37653
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"6 Jahre";38396
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"7 Jahre";39089
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"8 Jahre";40357
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"9 Jahre";40177
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"10 Jahre";40975
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"11 Jahre";41501
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"12 Jahre";43450
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"13 Jahre";43463
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"14 Jahre";43461
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"15 Jahre";42880
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"16 Jahre";42958
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"17 Jahre";41558
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"18 Jahre";42024
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"19 Jahre";42261
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"20 Jahre";42477
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"21 Jahre";42681
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"22 Jahre";44259
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"23 Jahre";44237
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"24 Jahre";45437
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"25 Jahre";45403
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"26 Jahre";45597
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"27 Jahre";46681
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"28 Jahre";47593
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"29 Jahre";48306
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"30 Jahre";50158
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"31 Jahre";51336
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"32 Jahre";53413
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"33 Jahre";55971
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"34 Jahre";57024
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"35 Jahre";59396
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"36 Jahre";60882
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"37 Jahre";61883
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"38 Jahre";63284
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"39 Jahre";63580
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"40 Jahre";64674
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"41 Jahre";63460
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"42 Jahre";61482
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"43 Jahre";59921
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"44 Jahre";58627
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"45 Jahre";57351
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"46 Jahre";55189
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"47 Jahre";54573
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"48 Jahre";52957
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"49 Jahre";51458
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"50 Jahre";50689
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"51 Jahre";49362
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"52 Jahre";49376
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"53 Jahre";47371
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"54 Jahre";48651
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"55 Jahre";48300
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"56 Jahre";49093
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"57 Jahre";48030
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"58 Jahre";47812
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"59 Jahre";45502
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"60 Jahre";45179
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"61 Jahre";43835
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"62 Jahre";41818
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"63 Jahre";39397
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"64 Jahre";36796
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"65 Jahre";35833
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"66 Jahre";34827
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"67 Jahre";33426
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"68 Jahre";33915
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"69 Jahre";33477
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"70 Jahre";32824
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"71 Jahre";32111
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"72 Jahre";31632
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"73 Jahre";30867
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"74 Jahre";30920
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"75 Jahre";29919
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"76 Jahre";28943
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"77 Jahre";27609
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"78 Jahre";27413
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"79 Jahre";26497
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"80 Jahre";25489
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"81 Jahre";24051
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"82 Jahre";22394
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"83 Jahre";21964
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"84 Jahre";19652
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"85 Jahre";15666
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"86 Jahre";13676
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"87 Jahre";12368
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"88 Jahre";11047
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"89 Jahre";9764
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"90 Jahre";9414
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"91 Jahre";7752
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"92 Jahre";6513
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"93 Jahre";5112
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"94 Jahre";3969
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"95 Jahre";2868
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"96 Jahre";2162
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"97 Jahre";1480
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"98 Jahre";950
"2004";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"99 Jahre und mehr";1758
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"Alter - Total";3652502
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"0 Jahre";37338
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"1 Jahr";37389
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"2 Jahre";37068
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"3 Jahre";37893
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"4 Jahre";38046
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"5 Jahre";38478
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"6 Jahre";40073
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"7 Jahre";40722
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"8 Jahre";41548
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"9 Jahre";42858
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"10 Jahre";42597
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"11 Jahre";43459
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"12 Jahre";43944
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"13 Jahre";45744
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"14 Jahre";46355
"2005";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"15 Jahre";46275
